day,cumulative_cost,reward,Node_1_inventory,Node_1_backlog,Node_1_pipeline,Node_1_order,Node_2_inventory,Node_2_backlog,Node_2_pipeline,Node_2_order,Node_3_inventory,Node_3_backlog,Node_3_pipeline,Node_3_order,Node_4_inventory,Node_4_backlog,Node_4_pipeline,Node_4_order,Node_5_inventory,Node_5_backlog,Node_5_pipeline,Node_5_order
26,1640.9,-16.200000000000045,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
27,1656.5,-15.599999999999909,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
28,1671.7,-15.200000000000045,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
29,1727.2,-55.5,0,0,0,9,0,0,0,9,15,0,9,9,0,0,0,0,0,0,0,0
30,1811.7,-84.5,-2,2,0,9,0,0,0,9,24,0,9,9,0,0,0,0,0,0,0,0
31,1989.2,-177.5,-4,4,0,9,0,0,0,9,30,0,6,6,0,0,11,11,0,0,9,9
32,2076.2,-86.99999999999977,-5,5,0,2,0,0,9,2,30,0,0,0,2,0,0,0,0,0,0,0
33,2194.7,-118.5,-1,1,0,9,0,0,0,9,21,0,0,0,2,0,9,9,0,0,9,9
34,2252.7,-58.0,-3,3,0,2,0,0,9,2,21,0,0,0,2,0,0,0,0,0,0,0
35,2267.2999999999997,-14.599999999999909,3,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
36,2291.2999999999997,-24.0,-1,1,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
37,2453.7999999999997,-162.5,-1,1,0,25,0,0,0,25,12,0,9,9,2,0,9,9,0,0,9,9
38,2536.7999999999997,-83.0,-6,6,0,0,0,0,9,0,21,0,0,0,2,0,0,0,0,0,0,0
39,2591.8999999999996,-55.09999999999991,3,0,0,9,0,0,0,9,12,0,9,9,2,0,0,0,0,0,0,0
40,2615.2999999999997,-23.40000000000009,2,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0
41,2688.7999999999997,-73.5,-1,1,0,9,0,0,0,9,21,0,9,9,2,0,0,0,0,0,0,0
42,2884.2999999999997,-195.5,-6,6,0,9,0,0,0,9,30,0,9,9,2,0,9,9,0,0,9,9
43,3101.7999999999997,-217.5,-10,10,0,9,0,0,9,9,30,0,0,0,2,0,9,9,0,0,9,9
44,3144.7999999999997,-43.0,-2,2,0,0,0,0,9,0,21,0,0,0,2,0,0,0,0,0,0,0
45,3159.3999999999996,-14.599999999999909,3,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
46,3173.3999999999996,-14.0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
47,3300.8999999999996,-127.5,-1,1,0,9,0,0,0,9,12,0,9,9,2,0,9,9,0,0,9,9
48,3393.8999999999996,-93.0,-7,7,0,0,0,0,9,0,21,0,0,0,2,0,0,0,0,0,0,0
49,3448.7999999999997,-54.90000000000009,2,0,0,9,0,0,0,9,12,0,9,9,2,0,0,0,0,0,0,0
50,3471.9999999999995,-23.199999999999818,1,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0
51,3628.4999999999995,-156.5,-3,3,0,9,0,0,0,9,21,0,9,9,2,0,9,9,0,0,9,9
52,3720.4999999999995,-92.0,-6,6,0,0,0,0,9,0,30,0,0,0,2,0,0,0,0,0,0,0
53,3829.3999999999996,-108.90000000000009,2,0,0,9,0,0,0,9,21,0,0,0,2,0,9,9,0,0,9,9
54,3852.7999999999997,-23.40000000000009,2,0,0,0,0,0,9,0,21,0,0,0,2,0,0,0,0,0,0,0
55,3868.6,-15.800000000000182,9,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
56,3883.7999999999997,-15.199999999999818,6,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
57,3897.9999999999995,-14.199999999999818,1,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0
58,4035.4999999999995,-137.5,-2,2,0,9,0,0,0,9,12,0,9,9,2,0,9,9,0,0,9,9
59,4118.5,-83.00000000000045,-6,6,0,0,0,0,9,0,21,0,0,0,2,0,0,0,0,0,0,0
60,4173.0,-54.5,0,0,0,9,0,0,0,9,12,0,9,9,2,0,0,0,0,0,0,0
61,4309.5,-136.5,-1,1,0,9,0,0,0,9,21,0,9,9,2,0,9,9,0,0,9,9
62,4371.5,-62.0,-3,3,0,0,0,0,9,0,30,0,0,0,2,0,0,0,0,0,0,0
63,4395.1,-23.600000000000364,3,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0
64,4438.1,-43.0,-2,2,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0
65,4614.6,-176.5,-5,5,0,9,0,0,0,9,21,0,9,9,2,0,9,9,0,0,9,9
66,4757.1,-142.5,-7,7,0,9,0,0,9,9,30,0,9,9,2,0,0,0,0,0,0,0
67,4808.1,-51.0,-1,1,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,9,9
68,4969.6,-161.5,-3,3,0,9,0,0,2,9,21,0,9,9,0,0,9,9,7,0,9,9
69,5024.6,-55.0,-2,2,0,0,0,0,9,0,28,0,0,0,0,0,0,0,7,0,0,0
70,5051.8,-27.199999999999818,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
71,5078.2,-26.399999999999636,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
72,5207.9,-129.69999999999982,1,0,0,9,0,0,0,9,19,0,9,9,0,0,9,9,7,0,9,9
73,5252.9,-45.0,-1,1,0,0,0,0,9,0,28,0,0,0,0,0,0,0,7,0,0,0
74,5280.299999999999,-27.399999999999636,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
75,5307.699999999999,-27.399999999999636,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
76,5334.899999999999,-27.199999999999818,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
77,5361.299999999998,-26.399999999999636,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
78,5490.999999999998,-129.69999999999982,1,0,0,9,0,0,0,9,19,0,9,9,0,0,9,9,7,0,9,9
79,5575.999999999998,-85.0,-5,5,0,0,0,0,9,0,28,0,0,0,0,0,0,0,7,0,0,0
80,5701.499999999998,-125.5,-1,1,0,9,0,0,0,9,19,0,2,2,0,0,9,9,7,0,9,9
81,5779.999999999998,-78.5,-1,1,0,9,0,0,9,9,21,0,9,9,0,0,0,0,7,0,0,0
82,5809.399999999998,-29.399999999999636,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0
83,5837.599999999998,-28.199999999999818,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0
84,6009.099999999998,-171.5,-4,4,0,9,0,0,0,9,21,0,9,9,0,0,9,9,7,0,9,9
85,6126.599999999998,-117.5,-4,4,0,9,0,0,9,9,30,0,9,9,0,0,0,0,7,0,0,0
86,6154.999999999997,-28.399999999999636,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0
87,6296.499999999997,-141.5,-1,1,0,9,0,0,0,9,21,0,9,9,0,0,9,9,7,0,9,9
88,6383.499999999997,-87.0,-5,5,0,0,0,0,9,0,30,0,0,0,0,0,0,0,7,0,0,0
89,6497.799999999997,-114.30000000000018,4,0,0,9,0,0,0,9,21,0,0,0,0,0,9,9,7,0,9,9
90,6526.399999999998,-28.600000000000364,3,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,7,0,0,0
91,6547.199999999998,-20.800000000000182,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
92,6567.599999999998,-20.399999999999636,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
93,6587.599999999998,-20.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
94,6607.399999999998,-19.800000000000182,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
95,6626.799999999997,-19.399999999999636,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
96,6749.299999999997,-122.5,0,0,0,9,0,0,0,9,12,0,9,9,0,0,9,9,7,0,9,9
97,6787.299999999997,-38.0,-1,1,0,0,0,0,9,0,21,0,0,0,0,0,0,0,7,0,0,0
98,6807.299999999997,-20.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
99,6826.899999999998,-19.600000000000364,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
100,6886.799999999997,-59.899999999999636,2,0,0,9,0,0,0,9,12,0,9,9,0,0,0,0,7,0,0,0
101,6932.999999999997,-46.19999999999982,1,0,0,0,0,0,0,0,21,0,9,9,0,0,0,0,7,0,0,0
102,7073.499999999997,-140.5,0,0,0,9,0,0,0,9,30,0,9,9,0,0,9,9,7,0,9,9
103,7120.499999999997,-47.0,-1,1,0,0,0,0,9,0,30,0,0,0,0,0,0,0,7,0,0,0
104,7149.499999999997,-29.0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0
105,7177.699999999997,-28.199999999999818,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0
106,7319.199999999997,-141.5,-1,1,0,9,0,0,0,9,21,0,9,9,0,0,9,9,7,0,9,9
107,7396.199999999997,-77.0,-4,4,0,0,0,0,9,0,30,0,0,0,0,0,0,0,7,0,0,0
108,7510.299999999997,-114.10000000000036,3,0,0,9,0,0,0,9,21,0,0,0,0,0,9,9,7,0,9,9
109,7538.499999999997,-28.199999999999818,1,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,7,0,0,0
110,7559.299999999997,-20.800000000000182,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
111,7579.699999999997,-20.399999999999636,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
112,7599.699999999997,-20.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
113,7619.699999999997,-20.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
114,7639.099999999997,-19.399999999999636,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0,0,0
115,7761.7999999999965,-122.69999999999982,1,0,0,9,0,0,0,9,12,0,9,9,0,0,9,9,7,0,9,9
