day,cumulative_cost,reward,Node_1_inventory,Node_1_backlog,Node_1_pipeline,Node_1_order,Node_2_inventory,Node_2_backlog,Node_2_pipeline,Node_2_order,Node_3_inventory,Node_3_backlog,Node_3_pipeline,Node_3_order,Node_4_inventory,Node_4_backlog,Node_4_pipeline,Node_4_order,Node_5_inventory,Node_5_backlog,Node_5_pipeline,Node_5_order
52,2957.4000000000005,-23.800000000000182,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
53,2980.4000000000005,-23.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
54,3151.9000000000005,-171.5,-1,1,0,25,0,0,0,25,12,0,9,9,0,0,9,9,11,0,9,9
55,3223.9000000000005,-72.0,-4,4,0,0,0,0,9,0,21,0,0,0,0,0,0,0,11,0,0,0
56,3288.0000000000005,-64.09999999999991,3,0,0,9,0,0,0,9,12,0,9,9,0,0,0,0,11,0,0,0
57,3330.0000000000005,-42.0,-1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
58,3495.5000000000005,-165.5,-3,3,0,9,0,0,0,9,21,0,9,9,0,0,9,9,11,0,9,9
59,3617.0000000000005,-121.5,-4,4,0,9,0,0,9,9,30,0,9,9,0,0,0,0,11,0,0,0
60,3649.6000000000004,-32.59999999999991,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
61,3732.1000000000004,-82.5,-1,1,0,9,0,0,0,9,21,0,9,9,0,0,0,0,11,0,0,0
62,3896.6000000000004,-164.5,-2,2,0,9,0,0,0,9,30,0,9,9,0,0,9,9,11,0,9,9
63,4035.6000000000004,-139.0,-3,3,0,2,0,0,9,2,30,0,0,0,0,0,9,9,11,0,9,9
64,4068.4000000000005,-32.80000000000018,4,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,11,0,0,0
65,4093.2000000000007,-24.800000000000182,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
66,4117.800000000001,-24.600000000000364,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
67,4142.200000000001,-24.399999999999636,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
68,4166.200000000001,-24.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
69,4189.800000000001,-23.600000000000364,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
70,4253.700000000001,-63.899999999999636,2,0,0,9,0,0,0,9,12,0,9,9,0,0,0,0,11,0,0,0
71,4326.400000000001,-72.69999999999982,1,0,0,9,0,0,0,9,21,0,9,9,0,0,0,0,11,0,0,0
72,4500.900000000001,-174.5,-3,3,0,9,0,0,0,9,30,0,9,9,0,0,9,9,11,0,9,9
73,4677.400000000001,-176.5,-5,5,0,9,0,0,9,9,30,0,0,0,0,0,9,9,11,0,9,9
74,4710.200000000001,-32.80000000000018,4,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,11,0,0,0
75,4735.200000000001,-25.0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
76,4759.200000000001,-24.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
77,4782.800000000001,-23.600000000000364,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0
78,4846.9000000000015,-64.10000000000036,3,0,0,9,0,0,0,9,12,0,9,9,0,0,0,0,11,0,0,0
79,4879.300000000001,-32.399999999999636,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
80,5015.200000000001,-135.89999999999964,2,0,0,9,0,0,0,9,21,0,9,9,0,0,9,9,11,0,9,9
81,5056.400000000001,-41.19999999999982,1,0,0,0,0,0,9,0,30,0,0,0,0,0,0,0,11,0,0,0
82,5090.000000000001,-33.600000000000364,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
83,5122.800000000001,-32.80000000000018,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
84,5155.200000000001,-32.399999999999636,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
85,5290.900000000001,-135.69999999999982,1,0,0,9,0,0,0,9,21,0,9,9,0,0,9,9,11,0,9,9
86,5331.900000000001,-41.0,0,0,0,0,0,0,9,0,30,0,0,0,0,0,0,0,11,0,0,0
87,5365.500000000001,-33.600000000000364,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
88,5398.700000000001,-33.19999999999982,6,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
89,5431.700000000001,-33.0,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
90,5464.500000000001,-32.80000000000018,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
91,5497.100000000001,-32.600000000000364,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,0,0
92,5570.000000000001,-72.89999999999964,2,0,0,9,0,0,0,9,21,0,9,9,0,0,0,0,11,0,0,0
93,5651.700000000001,-81.69999999999982,1,0,0,9,0,0,0,9,30,0,9,9,0,0,0,0,11,0,0,0
94,5778.400000000001,-126.69999999999982,1,0,0,9,0,0,0,9,30,0,0,0,0,0,9,9,11,0,9,9
95,5839.400000000001,-61.0,-2,2,0,0,0,0,9,0,30,0,0,0,0,0,0,0,11,0,0,0
96,5890.8,-51.399999999999636,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,11,0,9,9
97,5932.6,-41.80000000000018,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,20,0,0,0
98,6005.700000000001,-73.10000000000036,3,0,0,0,0,0,0,9,21,0,9,9,0,0,0,0,20,0,0,0
99,6087.6,-81.89999999999964,2,0,0,0,0,0,0,9,30,0,9,9,0,0,0,0,20,0,0,0
100,6223.3,-135.69999999999982,1,0,0,9,0,0,0,9,30,0,0,0,0,0,9,9,20,0,9,9
101,6358.3,-135.0,-2,2,0,2,0,0,9,0,30,0,0,0,0,0,9,9,20,0,9,9
102,6400.3,-42.0,5,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,20,0,0,0
103,6434.7,-34.399999999999636,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
104,6468.7,-34.0,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
105,6502.5,-33.80000000000018,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
106,6536.1,-33.600000000000364,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
107,6569.1,-33.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
108,6601.1,-32.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
109,6756.6,-155.5,-2,2,0,9,0,0,0,9,12,0,9,9,0,0,9,9,20,0,9,9
110,6951.1,-194.5,-5,5,0,9,0,0,9,9,21,0,9,9,0,0,9,9,20,0,9,9
111,6992.5,-41.399999999999636,2,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,20,0,0,0
112,7025.9,-33.399999999999636,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
113,7059.099999999999,-33.19999999999982,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
114,7091.299999999999,-32.19999999999982,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0
115,7236.799999999999,-145.5,-1,1,0,9,0,0,0,9,12,0,9,9,0,0,9,9,20,0,9,9
