day,cumulative_cost,reward,Node_1_inventory,Node_1_backlog,Node_1_pipeline,Node_1_order,Node_2_inventory,Node_2_backlog,Node_2_pipeline,Node_2_order,Node_3_inventory,Node_3_backlog,Node_3_pipeline,Node_3_order,Node_4_inventory,Node_4_backlog,Node_4_pipeline,Node_4_order,Node_5_inventory,Node_5_backlog,Node_5_pipeline,Node_5_order
24,1174.2,-29.200000000000045,6,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,9,0,0,0
25,1201.0,-26.799999999999955,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
26,1228.0,-27.0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
27,1446.5,-218.5,-4,4,0,30,0,0,0,25,17,0,9,9,0,0,11,11,9,0,11,11
28,1560.5,-114.0,-7,7,0,2,0,0,11,2,26,0,2,2,0,0,0,0,9,0,0,0
29,1594.7,-34.200000000000045,1,0,0,1,0,0,0,2,17,0,2,2,0,0,0,0,9,0,0,0
30,1760.2,-165.5,-2,2,0,9,0,0,0,9,19,0,9,9,0,0,11,11,9,0,11,11
31,1861.2,-101.0,-6,6,0,1,0,0,11,2,28,0,0,0,0,0,0,0,9,0,0,0
32,1895.6000000000001,-34.40000000000009,2,0,0,1,0,0,0,2,17,0,2,2,0,0,0,0,9,0,0,0
33,1964.1000000000001,-68.5,0,0,0,9,0,0,0,9,19,0,9,9,0,0,0,0,9,0,0,0
34,2138.6000000000004,-174.50000000000023,-2,2,0,9,0,0,0,9,28,0,9,9,0,0,11,11,9,0,11,11
35,2215.6000000000004,-77.0,-3,3,0,1,0,0,11,2,30,0,2,2,0,0,0,0,9,0,0,0
36,2245.6000000000004,-30.0,5,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0
37,2274.4000000000005,-28.800000000000182,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0
38,2303.6000000000004,-29.199999999999818,1,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,0
39,2449.1000000000004,-145.5,0,0,0,9,0,0,0,9,19,0,9,9,0,0,11,11,9,0,11,11
40,2506.1000000000004,-57.0,-2,2,0,0,0,0,11,0,28,0,0,0,0,0,0,0,9,0,0,0
41,2533.5000000000005,-27.40000000000009,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
42,2560.5000000000005,-27.0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
43,2586.7000000000003,-26.199999999999818,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,0
44,2750.2000000000003,-163.5,-2,2,0,9,0,0,0,9,17,0,9,9,0,0,11,11,9,0,11,11
45,2827.2000000000003,-77.0,-4,4,0,2,0,0,11,0,26,0,0,0,0,0,0,0,9,0,0,0
46,2853.0000000000005,-25.800000000000182,4,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0
47,2878.6000000000004,-25.59999999999991,3,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0
48,2922.3,-43.69999999999982,1,0,0,2,0,0,0,9,15,0,2,2,0,0,0,0,9,0,0,0
49,3065.8,-143.5,0,0,0,9,0,0,0,9,17,0,9,9,0,0,11,11,9,0,11,11
50,3110.8,-45.0,-1,1,0,0,0,0,11,0,26,0,0,0,0,0,0,0,9,0,0,0
51,3136.4,-25.59999999999991,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0
52,3161.4,-25.0,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0
53,3185.8,-24.40000000000009,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0
54,3327.3,-141.5,0,0,0,9,0,0,0,9,15,0,9,9,0,0,11,11,9,0,11,11
55,3430.3,-103.0,-7,7,0,0,0,0,11,0,24,0,0,0,0,0,0,0,9,0,0,0
56,3556.4,-126.09999999999991,3,0,0,9,0,0,0,9,13,0,2,2,0,0,11,11,9,0,11,11
57,3580.8,-24.40000000000009,2,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,9,0,0,0
58,3595.8,-15.0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0
59,3610.6000000000004,-14.800000000000182,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0
60,3625.2000000000003,-14.599999999999909,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0
61,3639.4,-14.199999999999818,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0
62,3652.8,-13.400000000000091,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0
63,3706.5,-53.69999999999982,1,0,0,9,0,0,0,9,4,0,9,9,0,0,0,0,9,0,0,0
64,3789.0,-82.5,-2,2,0,9,0,0,0,9,13,0,9,9,0,0,0,0,9,0,0,0
65,3973.5,-184.5,-4,4,0,9,0,0,0,9,22,0,9,9,0,0,11,11,9,0,9,9
66,4146.5,-173.0,-5,5,0,2,0,0,11,2,30,0,2,2,0,0,11,11,7,0,11,11
67,4173.5,-27.0,5,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,7,0,0,0
68,4190.9,-17.399999999999636,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
69,4208.099999999999,-17.199999999999818,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
70,4225.299999999999,-17.199999999999818,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
71,4242.499999999999,-17.199999999999818,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
72,4259.099999999999,-16.600000000000364,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
73,4275.099999999999,-16.0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
74,4290.7,-15.600000000000364,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0
75,4311.099999999999,-20.399999999999636,2,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,7,0,0,0
76,4376.599999999999,-65.5,-1,1,0,9,0,0,0,9,8,0,9,9,0,0,0,0,7,0,0,0
77,4578.099999999999,-201.5,-6,6,0,9,0,0,0,9,17,0,9,9,0,0,11,11,7,0,11,11
78,4721.599999999999,-143.5,-7,7,0,9,0,0,11,9,26,0,9,9,0,0,0,0,7,0,0,0
79,4749.999999999999,-28.399999999999636,2,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0
80,4919.499999999999,-169.5,-3,3,0,9,0,0,0,9,19,0,9,9,0,0,11,11,7,0,9,9
81,5027.499999999999,-108.0,-7,7,0,2,0,0,11,2,28,0,0,0,0,0,0,0,5,0,0,0
82,5139.599999999999,-112.10000000000036,3,0,0,9,0,0,0,9,17,0,2,2,0,0,9,9,5,0,9,9
83,5163.799999999999,-24.199999999999818,1,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,5,0,0,0
84,5180.599999999999,-16.800000000000182,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0
85,5196.999999999999,-16.399999999999636,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0
86,5211.999999999999,-15.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0
87,5380.499999999999,-168.5,-5,5,0,9,0,0,0,9,10,0,9,9,0,0,9,9,5,0,9,9
88,5514.999999999999,-134.5,-7,7,0,9,0,0,9,9,19,0,9,9,0,0,0,0,5,0,0,0
89,5572.699999999999,-57.69999999999982,1,0,0,2,0,0,0,9,19,0,9,9,0,0,0,0,5,0,0,0
90,5678.199999999999,-105.5,-1,1,0,9,0,0,0,9,28,0,9,9,0,0,0,0,5,0,11,11
91,5843.699999999999,-165.5,-2,2,0,9,0,0,0,9,30,0,2,2,0,0,11,11,16,0,9,9
92,6043.199999999999,-199.5,-7,7,0,9,0,0,11,9,30,0,0,0,0,0,9,9,14,0,9,9
93,6096.199999999999,-53.0,-2,2,0,0,0,0,9,0,19,0,0,0,0,0,0,0,14,0,0,0
94,6154.899999999999,-58.69999999999982,6,0,0,2,0,0,0,9,10,0,9,9,0,0,0,0,14,0,0,0
95,6188.499999999999,-33.600000000000364,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,14,0,0,0
96,6284.199999999999,-95.69999999999982,1,0,0,9,0,0,0,9,19,0,9,9,0,0,0,0,14,0,11,11
97,6429.699999999999,-145.5,-3,3,0,9,0,0,0,9,28,0,9,9,0,0,0,0,25,0,11,11
98,6626.199999999999,-196.5,-5,5,0,30,0,0,0,9,30,0,2,2,0,0,9,9,30,0,2,2
99,6814.699999999999,-188.5,-7,7,0,9,0,0,9,9,30,0,0,0,0,0,9,9,21,0,0,0
100,6926.199999999999,-111.5,0,0,0,2,0,0,9,9,21,0,0,0,0,0,9,9,12,0,9,9
101,6951.999999999999,-25.800000000000182,9,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,12,0,0,0
102,6970.199999999999,-18.199999999999818,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
103,6988.199999999999,-18.0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
104,7005.999999999999,-17.800000000000182,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
105,7022.999999999999,-17.0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
106,7039.599999999999,-16.600000000000364,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
107,7055.599999999999,-16.0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
108,7071.4,-15.800000000000182,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
109,7086.599999999999,-15.199999999999818,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0
110,7215.099999999999,-128.5,-1,1,0,9,0,0,0,9,3,0,9,9,0,0,9,9,12,0,9,9
111,7259.099999999999,-44.0,-2,2,0,0,0,0,9,0,12,0,0,0,0,0,0,0,12,0,0,0
112,7306.999999999999,-47.899999999999636,7,0,0,0,0,0,0,9,3,0,9,9,0,0,0,0,12,0,0,0
113,7332.399999999999,-25.399999999999636,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0
114,7357.5999999999985,-25.199999999999818,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0
115,7382.5999999999985,-25.0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0
